,Title,Datetime,Source,URL
0,Coronavirus: Brazil judge orders Bolsonaro to publish full data,2020-06-09T19:29:41Z,,https://www.bbc.co.uk/news/world-latin-america-52980642
1,What Technology Has Accidentally Killed the Most People?,2020-06-15T12:00:00Z,,https://gizmodo.com/what-technology-has-accidentally-killed-the-most-people-1843750086
2,Teams of healthcare workers are spending their days flipping seriously ill coronavirus patients onto their stomachs to help them breathe. They say it save lives.,2020-05-27T12:33:00Z,,https://www.businessinsider.com/proning-teams-flip-coronavirus-patients-stomach-back-2020-5
3,Microsoft is building software for health care workers and hospitals - CNET,2020-05-19T15:00:17Z,,https://www.cnet.com/health/microsoft-is-building-software-for-health-care-workers-and-hospitals/
4,"Pardon the Intrusion #18: Marcus Hutchins, the ransomware hero",2020-05-25T02:51:21Z,,https://thenextweb.com/?p=1294129
5,Inside the Spanish Hotel Where Every Guest Has Had Coronavirus,2020-05-20T19:29:14Z,,https://www.vice.com/en_us/article/3aznpk/inside-the-spanish-hotel-where-every-guest-has-had-coronavirus
6,The Impacts of COVID-19 on Sustainability and Technology,2020-06-06T18:00:44Z,,https://readwrite.com/2020/06/06/the-impacts-of-covid-19-on-sustainability-and-technology/
7,Coronavirus cases in nation's capital reveal a tale of 2 cities,2020-05-23T00:51:09Z,,https://abcnews.go.com/Politics/coronavirus-cases-nations-capital-reveal-tale-cities/story?id=70800695
8,"Nurses around the world tell us how their lives have changed during the pandemic, and how they cope on the front lines",2020-05-20T13:08:00Z,,https://www.businessinsider.com/nurses-tell-us-how-their-lives-have-changed-during-coronavirus-2020-5
9,Stop fudging the data!,2020-05-20T18:10:00Z,,https://www.businessinsider.com/states-should-stop-changing-coronavirus-data-2020-5
10,How offices should look in a world with the coronavirus,2020-05-20T11:37:00Z,,https://www.businessinsider.com/how-to-redesign-offices-to-reduce-coronavirus-spread-2020-5
11,Mexico City Mayor Announces Gradual Reopening to Start June 1 Even as Coronavirus Death Toll Rises,2020-05-21T02:18:29Z,,https://time.com/5840039/mexico-city-mayor-reopening-coronavirus/
12,'Missing’ COVID Deaths Raise Questions About India’s Tracking of the Outbreak,2020-06-12T14:39:19Z,,https://www.vice.com/en_us/article/3azdv3/missing-covid-deaths-raise-questions-about-indias-tracking-of-the-outbreak
13,"Ideal Nursing Homes: Individual Rooms, Better Staffing, More Accountability",2020-05-21T09:01:02Z,,https://www.npr.org/2020/05/21/855821083/ideal-nursing-homes-individual-rooms-better-staffing-more-accountability
14,Science superpowers after COVID-19 lockdowns lift: a letter of hope from China to the United States,2020-05-21T00:00:00Z,,https://www.nature.com/articles/d41586-020-01544-w?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29
15,In nursing homes minorities hit hardest by COVID: Researchers,2020-05-21T08:02:51Z,,https://abcnews.go.com/Health/nursing-homes-wider-community-minorities-hit-hardest-covid/story?id=70789774
16,Science superpowers after COVID-19 lockdowns lift: a letter of hope from China to the United States,2020-05-21T00:00:00Z,,https://www.nature.com/articles/d41586-020-01544-w
17,Why COVID-19 Makes People Lose Their Sense of Smell,2020-06-13T16:00:00Z,,https://www.scientificamerican.com/article/why-covid-19-makes-people-lose-their-sense-of-smell/
18,Why COVID-19 Makes People Lose Their Sense of Smell,2020-06-13T16:00:00Z,,https://www.scientificamerican.com/article/why-covid-19-makes-people-lose-their-sense-of-smell1/
19,How medical racism explains Covid-19 in America,2020-06-02T16:00:00Z,,https://www.vox.com/2020/6/2/21277987/coronavirus-in-black-people-covid-19-testing-treatment-medical-racism
20,Explained: The drugs India is fighting Covid with,2020-06-08T22:45:12Z,,https://indianexpress.com/article/explained/the-drugs-india-is-fighting-covid-with-6449377/
